"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","241","should prevent submission with only email filled","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","40","hero video should be the actual high-quality drone video (file size check)","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E","home.spec.ts","",""
"","208","(@T16) should display all tabs visible on desktop (>768px)","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","189","catalog page should contain canonical link, Open Graph and Schema.org CollectionPage","chromium","2026-09-17","passed","2026-09-17","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","331","3. Ukrainian translations: All categories show Ukrainian names in catalog","chromium","2026-09-17","passed","2026-09-17","Catalog Improvements","catalog-improvements.spec.ts","",""
"","261","локація фільтрує за містом з адреси або типу локації","chromium","2026-09-17","passed","2026-09-17","","site.spec.js","",""
"","828","should toggle language back to Ukrainian correctly","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","558","should display ""Details"" link in info section on home page","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","715","(@T24) should update email badge periodically","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","757","заголовок школи має SVG-прапор України","chromium","2026-09-17","passed","2026-09-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","241","should accept valid subcategory","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","221","(@T17) should display hamburger menu on mobile (<768px)","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","610","should load the homepage with correct title and content","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E","home.spec.ts","",""
"","215","should require confirmation before approving application","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","304","4. No duplicate categories in apply form","chromium","2026-09-17","passed","2026-09-17","Catalog Improvements","catalog-improvements.spec.ts","",""
"","291","показує іконку категорії та посилання на форму зворотного зв'язку в модалці","chromium","2026-09-17","passed","2026-09-17","","site.spec.js","",""
"","196","should have proper labels for all form fields","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","258","should accept form with at least one contact (phone)","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","413","should accept notes up to 1000 characters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","214","should accept name with exactly 2 characters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","223","should reject price with letters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","203","should restrict URL fields to HTTP(S) only via type=url","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","220","should reject description less than 5 chars","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","210","should approve application when confirmation is accepted","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","4","robots.txt should be served with correct directives and sitemap reference","chromium","2026-09-17","passed","2026-09-17","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","209","should accept valid category selection","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","216","should require location selection","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","825","@T4 should validate and submit inaccuracy report form","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","763","показує SVG-прапор, а не емоджі (емоджі не рендеряться на Windows)","chromium","2026-09-17","passed","2026-09-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","244","should accept valid email formats","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","764","should display the video hero section correctly","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E","home.spec.ts","",""
"","180","should display sections for junior children, teens, and parents","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","218","should load the admin login page","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
