"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","431","запам'ятовує вибрану мову між сторінками","chromium","2026-08-17","passed","2026-08-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","248","should explain when Firebase Authentication is not enabled","chromium","2026-08-17","passed","2026-08-17","Admin Panel E2E","admin.spec.ts","",""
"","277","пошук фільтрує картки за іменем/описом/підкатегорією","chromium","2026-08-17","passed","2026-08-17","","site.spec.js","",""
"","261","should load the admin login page","chromium","2026-08-17","passed","2026-08-17","Admin Panel E2E","admin.spec.ts","",""
"","347","перемикає мову на EN і назад на UA","chromium","2026-08-17","passed","2026-08-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","283","завантажує дані та показує картки спеціалістів","chromium","2026-08-17","passed","2026-08-17","","site.spec.js","",""
"","287","should load the homepage with correct title and content","chromium","2026-08-17","passed","2026-08-17","Homepage & Navigation E2E","home.spec.ts","",""
"","418","перемикання категорії оновлює набір підкатегорій і карток","chromium","2026-08-17","passed","2026-08-17","","site.spec.js","",""
"","261","локація фільтрує за містом з адреси","chromium","2026-08-17","passed","2026-08-17","","site.spec.js","",""
"","291","заголовок школи має SVG-прапор України","chromium","2026-08-17","passed","2026-08-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","232","should load apply page and have all required fields","chromium","2026-08-17","passed","2026-08-17","Form E2E","form.spec.ts","",""
"","330","should navigate to the catalog page","chromium","2026-08-17","passed","2026-08-17","Homepage & Navigation E2E","home.spec.ts","",""
"","283","показує SVG-прапор, а не емоджі (емоджі не рендеряться на Windows)","chromium","2026-08-17","passed","2026-08-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","291","should show error on wrong password","chromium","2026-08-17","passed","2026-08-17","Admin Panel E2E","admin.spec.ts","",""
"","256","should show validation error when submitting empty form","chromium","2026-08-17","passed","2026-08-17","Form E2E","form.spec.ts","",""
