"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","767","should load the homepage with correct title and content","chromium","2026-09-05","passed","2026-09-05","Homepage & Navigation E2E","home.spec.ts","",""
"","218","should reject telegram with special SQL characters","chromium","2026-09-05","passed","2026-09-05","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","188","@T5 should generate email with formatted links in HTML","chromium","2026-09-05","passed","2026-09-05","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","199","should have proper labels for all form fields","chromium","2026-09-05","passed","2026-09-05","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","171","should require confirmation before approving application","chromium","2026-09-05","passed","2026-09-05","Admin Panel E2E","admin.spec.ts","",""
"","304","should display separate content areas for new applications, archive, feedback, and live catalog","chromium","2026-09-05","failed","2026-09-05","Admin Panel E2E","admin.spec.ts","",""
"","340","BVA & Boundary: Мінімальні та максимальні значення для імені та опису","chromium","2026-09-05","passed","2026-09-05","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","1087","запам'ятовує вибрану мову між сторінками","chromium","2026-09-05","passed","2026-09-05","Language toggle (UA / EN)","i18n.spec.ts","",""
"","491","should translate school page to English correctly","chromium","2026-09-05","passed","2026-09-05","Ukrainian School Page","school.spec.ts","",""
"","173","should cancel rejection when dismiss is clicked on prompt","chromium","2026-09-05","passed","2026-09-05","Admin Panel E2E","admin.spec.ts","",""
"","210","should accept address with special characters","chromium","2026-09-05","passed","2026-09-05","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","254","should explain when Firebase Authentication is not enabled","chromium","2026-09-05","passed","2026-09-05","Admin Panel E2E","admin.spec.ts","",""
"","1577","@T1 should auto-load specialist for editing when ?id=<spec-id> URL param is present","chromium","2026-09-05","passed","2026-09-05","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","211","should require location selection","chromium","2026-09-05","passed","2026-09-05","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","753","should display the video hero section correctly","chromium","2026-09-05","passed","2026-09-05","Homepage & Navigation E2E","home.spec.ts","",""
"","973","should have generous vertical spacing between school CTA and activity events","chromium","2026-09-05","passed","2026-09-05","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","234","@T7 should close inaccuracy report modal when cancel button is clicked","chromium","2026-09-05","passed","2026-09-05","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","167","should approve application when confirmation is accepted","chromium","2026-09-05","passed","2026-09-05","Admin Panel E2E","admin.spec.ts","",""
"","346","should paginate live catalog 50 per page with working prev/next buttons","chromium","2026-09-05","passed","2026-09-05","Admin Panel E2E","admin.spec.ts","",""
