"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","966","запам'ятовує вибрану мову між сторінками","chromium","2026-09-04","passed","2026-09-04","Language toggle (UA / EN)","i18n.spec.ts","",""
"","319","should reject description less than 5 chars","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","912","should toggle language back to Ukrainian correctly","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","281","should have price pattern validation (no letters)","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","338","should accept valid telegram formats","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","872","@T4 should validate and submit inaccuracy report form","chromium","2026-09-04","passed","2026-09-04","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","775","school CTA button should be left-aligned on desktop","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","303","should reject name exceeding 100 characters","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","579","should show card IDs and keep search input usable while filtering","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","280","should cancel rejection when dismiss is clicked on prompt","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","336","should accept valid email formats","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","579","should translate school page to English correctly","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","304","should accept description with exactly 5 chars","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","320","Повинні бути присутні всі необхідні поля (UI перевірка)","chromium","2026-09-04","passed","2026-09-04","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","260","should contain correct registration and contact links","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","836","should navigate to the catalog page","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E","home.spec.ts","",""
"","374","should accept form with at least one contact (phone)","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","309","should reject telegram with special SQL characters","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","0","should center edit modal and apply correct width on mobile screens","chromium","2026-09-04","skipped","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","314","перекладає сторінку школи (school.html) на EN і назад на UA","chromium","2026-09-04","passed","2026-09-04","Language toggle (UA / EN)","i18n.spec.ts","",""
"","786","hero video should load without network errors","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E","home.spec.ts","",""
"","366","should explain when Firebase Authentication is not enabled","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","321","should have required attribute on mandatory fields","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","0","should keep modal responsive on mobile viewport","chromium","2026-09-04","skipped","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","779","should have generous vertical spacing between school CTA and activity events","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","759","should not duplicate text in school section","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","296","should accept valid category selection","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","313","should accept description with 200 chars (max)","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","770","should display the video hero section correctly","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E","home.spec.ts","",""
"","750","should display ""Details"" link in info section on home page","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","358","should accept valid phone formats","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","40","hero video should be the actual high-quality drone video (file size check)","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E","home.spec.ts","",""
"","304","should accept address with special characters","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","1250","@T1 should auto-load specialist for editing when ?id=<spec-id> URL param is present","chromium","2026-09-04","passed","2026-09-04","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","717","should switch between tabs (new apps, live catalog, rejected apps)","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","312","@T7 should close inaccuracy report modal when cancel button is clicked","chromium","2026-09-04","passed","2026-09-04","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","339","should require category selection","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","1886","should reject form with no contacts provided","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","386","локація фільтрує за містом з адреси або типу локації","chromium","2026-09-04","passed","2026-09-04","","site.spec.js","",""
"","408","BVA & Boundary: Мінімальні та максимальні значення для імені та опису","chromium","2026-09-04","passed","2026-09-04","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","614","should preserve language selection after page reload","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","395","показує іконку категорії та посилання на форму зворотного зв'язку в модалці","chromium","2026-09-04","passed","2026-09-04","","site.spec.js","",""
"","317","should reject phone with SQL injection attempt","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","292","should navigate to the school page and display correct title","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","314","should reject invalid URL format","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","327","BVA: Неможливо відправити форму з пустими обов'язковими полями","chromium","2026-09-04","passed","2026-09-04","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","377","should display live catalog edit modal and populate fields","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","277","should have proper labels for all form fields","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","281","should require confirmation before approving application","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","299","should accept valid subcategory","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","354","should reject phone with invalid characters (letters)","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","306","should accept name with exactly 2 characters","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","305","should reject telegram with less than 5 chars","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","336","should prevent submission with empty form","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","307","should reject email with maxlength exceeded","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","494","перемикання категорії оновлює набір підкатегорій і карток","chromium","2026-09-04","passed","2026-09-04","","site.spec.js","",""
"","498","каталог динамічно перекладає елементи без перезавантаження","chromium","2026-09-04","passed","2026-09-04","Language toggle (UA / EN)","i18n.spec.ts","",""
"","485","should paginate live catalog 50 per page with working prev/next buttons","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","240","should display sections for junior children, teens, and parents","chromium","2026-09-04","passed","2026-09-04","Ukrainian School Page","school.spec.ts","",""
"","302","should trim whitespace from all text inputs","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","308","should accept valid URLs","chromium","2026-09-04","passed","2026-09-04","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","790","should load the homepage with correct title and content","chromium","2026-09-04","passed","2026-09-04","Homepage & Navigation E2E","home.spec.ts","",""
"","261","should delete live application when confirmation is accepted","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
"","390","Pairwise & Equivalence Partitioning: Перевірка валідації контактів (хоча б один контакт)","chromium","2026-09-04","passed","2026-09-04","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","303","should display separate content areas for new applications, archive, feedback, and live catalog","chromium","2026-09-04","passed","2026-09-04","Admin Panel E2E","admin.spec.ts","",""
