"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","190","should require confirmation before approving application","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","231","should display separate content areas for new applications, archive, feedback, and live catalog","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","1071","перемикає мову на EN і назад на UA","chromium","2026-09-17","passed","2026-09-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","241","should require subcategory (min 2 chars)","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","221","should reject telegram with less than 5 chars","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","202","(@T19) should display email badge with unread count","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","303","Pairwise & Equivalence Partitioning: Перевірка валідації контактів (хоча б один контакт)","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","252","should accept description with 200 chars (max)","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","800","homepage should contain canonical link, Open Graph, Twitter, Geo, and JSON-LD structured data","chromium","2026-09-17","passed","2026-09-17","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","1017","показує SVG-прапор, а не емоджі (емоджі не рендеряться на Windows)","chromium","2026-09-17","passed","2026-09-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","530","should preserve language selection after page reload","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","229","should accept name with 100 characters (max)","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","219","@T6 should verify URL parameter ?id=<spec-id> is correctly parsed and stored","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","215","каталог має загальну шапку з кнопкою 'Додати спеціаліста'","chromium","2026-09-17","passed","2026-09-17","","site.spec.js","",""
"","1584","@T1 should auto-load specialist for editing when ?id=<spec-id> URL param is present","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","674","should paginate live catalog 50 per page with working prev/next buttons","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","1033","заголовок школи має SVG-прапор України","chromium","2026-09-17","passed","2026-09-17","Language toggle (UA / EN)","i18n.spec.ts","",""
"","176","should require confirmation before deleting live application","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","239","should accept valid phone formats","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","144","should contain correct registration and contact links","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","852","(@T21) should toggle hamburger menu dropdown on mobile","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","571","5. Category sync: Same categories in admin edit form","chromium","2026-09-17","failed","2026-09-17","Catalog Improvements","catalog-improvements.spec.ts","",""
"","6","sitemap.xml should be served and contain all public pages","chromium","2026-09-17","passed","2026-09-17","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","855","should navigate to the catalog page","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E","home.spec.ts","",""
"","524","(@T20) should switch to email tab when email button is clicked","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","796","should load the homepage with correct title and content","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E","home.spec.ts","",""
"","186","(@T18) should display email button in header on both desktop and mobile","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","882","Pairwise & Equivalence Partitioning: Інші комбінації одного контакту","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","761","should show card IDs and keep search input usable while filtering","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","201","should accept valid category selection","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","820","school CTA button should be left-aligned on desktop","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","229","should accept address with special characters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","951","should display school navigation link in the header","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","170","@T5 should generate email with formatted links in HTML","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","800","@T4 should validate and submit inaccuracy report form","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","244","should show error on wrong password","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","219","should accept notes up to 1000 characters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","187","admin.html should have noindex, nofollow robots tag to avoid search engine indexation","chromium","2026-09-17","passed","2026-09-17","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","220","should reject invalid URL format","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","232","Security & Boundary: Обмеження довжини (Maxlength HTML5 enforced)","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","808","school CTA button should be centered on mobile devices","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","370","перемикання категорії оновлює набір підкатегорій і карток","chromium","2026-09-17","passed","2026-09-17","","site.spec.js","",""
"","231","@T7 should close inaccuracy report modal when cancel button is clicked","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","713","should show warning when rejecting application without valid email","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","822","hero video should load without network errors","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E","home.spec.ts","",""
"","409","4. No duplicate categories in apply form","chromium","2026-09-17","failed","2026-09-17","Catalog Improvements","catalog-improvements.spec.ts","",""
"","248","should reject name exceeding 100 characters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","238","@T2 should display ""Report Inaccuracy"" button when modal is opened","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","189","should have price pattern validation (no letters)","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","198","should cancel rejection when dismiss is clicked on prompt","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","239","should switch between tabs (new apps, live catalog, rejected apps)","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","249","локація фільтрує за містом з адреси або типу локації","chromium","2026-09-17","passed","2026-09-17","","site.spec.js","",""
"","211","BVA: Неможливо відправити форму з пустими обов'язковими полями","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","214","(@T26) should have properly sized buttons on mobile (>=44px)","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","216","should prevent notes exceeding 1000 characters","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","846","should have generous vertical spacing between school CTA and activity events","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","252","should prevent submission with only email filled","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","140","should navigate to the school page and display correct title","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","856","(@T22) should close hamburger menu when tab is selected","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","234","@T3 should display correct form fields in inaccuracy report modal","chromium","2026-09-17","passed","2026-09-17","Email Features & Admin Panel (New Requirements)","admin-email-features.spec.ts","",""
"","237","should reject email with maxlength exceeded","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","1","should center edit modal and apply correct width on mobile screens","chromium","2026-09-17","skipped","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","203","should load the admin login page","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","197","Повинні бути присутні всі необхідні поля (UI перевірка)","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","217","should reject phone with SQL injection attempt","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","187","should delete live application when confirmation is accepted","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","427","Equivalence Partitioning: Невалідні формати контактів (Phone, Telegram, Price)","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","309","BVA & Boundary: Мінімальні та максимальні значення для імені та опису","chromium","2026-09-17","passed","2026-09-17","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","316","should require confirmation before saving edit and proceed on accept","chromium","2026-09-17","failed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","206","should require location selection","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","458","should display formatted dates on live catalog cards","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","969","should not duplicate text in school section","chromium","2026-09-17","passed","2026-09-17","Homepage & Navigation E2E > School CTA layout and spacing requirements","home.spec.ts","",""
"","223","should reject description less than 5 chars","chromium","2026-09-17","passed","2026-09-17","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","239","should explain when Firebase Authentication is not enabled","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
"","5296","показує іконку категорії та посилання на форму зворотного зв'язку в модалці","chromium","2026-09-17","failed","2026-09-17","","site.spec.js","",""
"","550","should translate school page to English correctly","chromium","2026-09-17","passed","2026-09-17","Ukrainian School Page","school.spec.ts","",""
"","629","(@T23) should close hamburger menu on Escape key","chromium","2026-09-17","passed","2026-09-17","Admin Panel E2E","admin.spec.ts","",""
