"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","386","should show error on wrong password","chromium","2026-09-16","passed","2026-09-16","Admin Panel E2E","admin.spec.ts","",""
"","30061","1. Phone display: Shows only number without 'Телефон:' label","chromium","2026-09-16","broken","2026-09-16","Catalog Improvements","catalog-improvements.spec.ts","",""
"","873","(@T24) should update email badge periodically","chromium","2026-09-16","passed","2026-09-16","Admin Panel E2E","admin.spec.ts","",""
"","304","should require confirmation before deleting live application","chromium","2026-09-16","passed","2026-09-16","Admin Panel E2E","admin.spec.ts","",""
"","381","should reject email with maxlength exceeded","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","372","should reject name exceeding 100 characters","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","370","should accept notes up to 1000 characters","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","413","should reject phone with SQL injection attempt","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","351","should accept address with special characters","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","5","robots.txt should be served with correct directives and sitemap reference","chromium","2026-09-16","passed","2026-09-16","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","619","каталог динамічно перекладає елементи без перезавантаження","chromium","2026-09-16","passed","2026-09-16","Language toggle (UA / EN)","i18n.spec.ts","",""
"","800","should show warning when rejecting application without valid email","chromium","2026-09-16","passed","2026-09-16","Admin Panel E2E","admin.spec.ts","",""
"","358","should contain correct registration and contact links","chromium","2026-09-16","passed","2026-09-16","Ukrainian School Page","school.spec.ts","",""
"","342","admin.html should have noindex, nofollow robots tag to avoid search engine indexation","chromium","2026-09-16","passed","2026-09-16","SEO & Search Indexing Optimization","seo.spec.ts","",""
"","1978","should reject form with no contacts provided","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","391","should reject name with less than 2 characters","chromium","2026-09-16","passed","2026-09-16","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","30056","5. Category sync: Same categories in admin edit form","chromium","2026-09-16","broken","2026-09-16","Catalog Improvements","catalog-improvements.spec.ts","",""
