"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","248","should prevent submission with empty form","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","216","should reject phone with invalid characters (letters)","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","239","Security & Boundary: Обмеження довжини (Maxlength HTML5 enforced)","chromium","2026-08-20","passed","2026-08-20","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","339","BVA & Boundary: Мінімальні та максимальні значення для імені та опису","chromium","2026-08-20","passed","2026-08-20","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","225","пошук фільтрує картки за іменем/описом/підкатегорією","chromium","2026-08-20","passed","2026-08-20","","site.spec.js","",""
"","731","should show warning when rejecting application without valid email","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","228","should reject name exceeding 100 characters","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","219","should reject price with letters","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","218","should accept description with exactly 5 chars","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","185","should require confirmation before deleting live application","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","201","should accept valid category selection","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","184","should cancel rejection when dismiss is clicked on prompt","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","277","каталог має загальну шапку з кнопкою 'Додати спеціаліста'","chromium","2026-08-20","passed","2026-08-20","","site.spec.js","",""
"","217","should reject description less than 5 chars","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","234","should accept name with exactly 2 characters","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","224","should reject telegram with special SQL characters","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","227","BVA: Неможливо відправити форму з пустими обов'язковими полями","chromium","2026-08-20","passed","2026-08-20","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","265","should accept valid phone formats","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","254","should accept valid telegram formats","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","410","перемикання категорії оновлює набір підкатегорій і карток","chromium","2026-08-20","passed","2026-08-20","","site.spec.js","",""
"","906","Pairwise & Equivalence Partitioning: Інші комбінації одного контакту","chromium","2026-08-20","passed","2026-08-20","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","217","should require subcategory (min 2 chars)","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","240","should display separate content areas for new applications, archive, and live catalog","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","252","should accept valid email formats","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","191","should load the homepage with correct title and content","chromium","2026-08-20","passed","2026-08-20","Homepage & Navigation E2E","home.spec.ts","",""
"","193","should approve application when confirmation is accepted","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","272","should explain when Firebase Authentication is not enabled","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","213","should require category selection","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","221","should accept valid URLs","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","268","should show error on wrong password","chromium","2026-08-20","passed","2026-08-20","Admin Panel E2E","admin.spec.ts","",""
"","216","should require location selection","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","335","Pairwise & Equivalence Partitioning: Перевірка валідації контактів (хоча б один контакт)","chromium","2026-08-20","passed","2026-08-20","Form E2E - Boundary Values, Pairwise & Validation","form.spec.ts","",""
"","222","should reject notes with HTML injection","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","221","should accept name with 100 characters (max)","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","240","should reject email with maxlength exceeded","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
"","216","should reject invalid URL format","chromium","2026-08-20","passed","2026-08-20","Form Validation and Security (Test Design / Boundary / Edge Cases)","form-validation.spec.ts","",""
